LocusID	Probes	Family	Differentially expressed in	Tos17 Flanking tag in genomic region	Tos17 Flanking tag in 2Kb upstream region	7-d-seedlg-salt_GSE6901;7-d-old seedling (Indica)	CSR27-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (CSR27)	FL478-rt-salt_GSE13735;Roots (FL478)	FL478-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (FL478)	IR29-rt-salt_GSE13735;Roots (IR29)	IR29-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR29)	IR63731-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR63731)	MI48-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (MI48)	Pok-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (Pokkali)	7-d-seedlg-drought_GSE6901;7-d-old seedling (Indica)	Azu-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Azucena)	Bal-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Bala)	lf-boot-stg-drought_GSE26280;Leaves at booting stage (IR64)	lf-pan-elongn-stg-drought_GSE26280;Leaves at panicle elongation stage (IR64)	lf-tiller-stg-drought_GSE26280;Leaves at tillering stage (IR64)	rt-pan-elongn-stg-drought_GSE26280;Roots at panicle elongation stage (IR64)	rt-tiller-stg-drought_GSE26280;Roots at tillering stage (IR64)	young-pan-boot-stg-drought_GSE26280;Young panicle at booting stage (IR64)
LOC_Os07g32510	OsAffx.28712.1.S1_at	C2C2-Dof	--	--	--	1.0686754	1.4207332	1.2974257	1.2974257	1.0876503	1.0876503	1.0550759	1.7593654	-1.3658133	-1.1644740	1.0451066	1.2431147	-1.0152708	1.0664053	-1.3173676	1.1131104	1.8692777	-1.1859219
LOC_Os06g23950	OsAffx.15590.1.S1_at	MADS	--	--	--	-1.0175427	1.0482033	1.0900646	1.0900646	1.5388040	1.5388040	1.6521344	-1.0366167	1.1855961	1.0247050	-1.0043255	-1.0131884	-1.0184981	-1.0212532	-1.0274119	-1.3262719	1.0073233	-1.0021155
LOC_Os03g20790	Os.12691.1.A1_a_at	EIL	Drought	--	--	1.4627829	1.6347091	-1.0049499	-1.0049499	1.1208892	1.1208892	1.1650616	1.7156681	1.0479741	-1.9024264	1.2903842	1.0132457	1.7023011	1.0644369	1.8249834	1.3828838	1.5802552	7.8229870
LOC_Os10g22430	Os.22472.2.S1_at	GRAS	Salinity;Drought	--	--	1.4675545	1.4871100	-1.2714018	-1.2714018	1.1231121	1.1231121	-1.2325528	2.5488377	-1.0785813	-1.7872678	1.5753428	1.7170345	1.9735287	3.9584440	1.8511747	1.3781418	1.4551578	1.5337926
LOC_Os02g45670	Os.12484.1.S1_at	MYB-related	Drought	FT889295	--	-1.9531208	-1.2605222	-1.2457259	-1.2457259	-1.0639195	-1.0639195	-1.0818492	1.2715518	1.3024973	5.3905973	-1.1730722	-1.0929389	2.0515225	-1.8827921	1.0752407	1.0996540	2.3715730	-1.0107855
LOC_Os01g54550	Os.2152.1.S1_at	HSF	Salinity	--	--	1.2512164	-2.3339696	1.0999686	1.0999686	1.2336007	1.2336007	1.2842726	3.1956482	1.0063921	-1.2975090	-1.8841636	-1.2266688	1.2127346	1.5994718	1.0184171	1.7870961	1.1593256	1.7727162
LOC_Os01g64310	Os.34471.1.S1_at	NAC	Salinity;Drought	--	--	-4.9214673	1.5319676	-2.5252154	-2.5252154	1.1579659	1.1579659	1.7053312	1.1029868	-3.7343870	2.0231445	-7.3391950	-5.3063054	-1.6172744	-3.7411700	-2.4409058	-1.2108607	-1.6083312	1.5550202
LOC_Os01g11200	OsAffx.23197.1.S1_at	MYB-related	--	--	--	-1.0076083	-1.0548500	1.0029317	1.0029317	-1.0023444	-1.0023444	-1.0037961	-1.1477661	-1.0021945	1.0060942	-1.0023885	-1.0001621	-1.0273191	-1.0170538	-1.0151400	1.0079962	1.0041113	1.0039352
LOC_Os06g22670	OsAffx.27776.1.S1_at	CPP	Drought	--	--	1.5162748	-1.5135959	-1.2623479	-1.2623479	-1.2006948	-1.2006948	-1.1047052	1.3612304	1.3827353	-1.7302271	1.5662621	1.2955872	1.8573301	3.9305334	1.4418150	1.4763172	1.5598278	1.4592316
LOC_Os03g03000	OsAffx.3120.1.S1_at	bHLH	--	--	--	-1.0925403	1.1456383	1.0025184	1.0025184	-1.0020730	-1.0020730	-1.0028759	-1.0887697	-1.0036237	1.0907646	-1.0028927	1.0060157	-1.0122442	-1.0003208	-1.0058397	1.0078865	1.0053022	-1.4955641
LOC_Os01g54930	OsAffx.23795.1.S1_at	VOZ	Drought	--	--	-1.2255355	-1.2367052	1.0524819	1.0524819	1.1842291	1.1842291	1.0085915	1.7274213	-1.2021472	1.0251290	-1.4351732	-2.7221513	-1.3981063	-1.4048342	1.1955091	-1.4411957	1.5969374	1.7031970
LOC_Os12g42190	Os.19899.2.S1_at	TCP	Drought	--	--	1.2703389	-1.3587242	-1.0766388	-1.0766388	-1.1889070	-1.1889070	-1.0209492	1.4326100	-1.0607104	-1.3324103	-1.2918649	-1.3626469	-2.0222170	-1.2084576	-1.8703895	-1.4949574	1.9611540	-1.6206629
LOC_Os07g26720	OsAffx.22367.1.S1_at	Orphans	--	--	--	-1.0259871	1.0928975	-1.0126095	-1.0126095	-1.0056541	-1.0056541	-1.0034121	-1.0087827	1.0086190	1.0060546	-1.0103648	-1.0095530	-1.0325286	-1.0306447	-1.0534520	1.0676398	1.0094563	-1.0176945
LOC_Os04g57720	Os.24952.1.S1_at	Orphans	Drought	--	--	-1.0999569	-1.8882950	1.0321908	1.0321908	1.4586289	1.4586289	1.4905710	-1.1199398	1.4779278	-2.9733007	-2.3016200	-2.9402564	-2.8281370	1.0861952	-2.4530404	1.4015149	1.0881348	-1.9640917
LOC_Os04g47640	OsAffx.26506.1.S1_at	RWP-RK	Drought	--	--	1.0765234	-1.2332155	-1.0154787	-1.0154787	1.0025505	1.0025505	-1.0154742	-1.2811363	-1.0067568	-2.0140002	1.0010244	-1.0108527	-1.0180402	-1.0077294	-1.0253073	1.0158211	1.0139093	-1.3677353
LOC_Os03g13614	Os.19634.1.S1_at	bZIP	--	--	--	-1.1737349	-1.0704246	-1.1031475	-1.1031475	-1.0138497	-1.0138497	-1.0503619	1.3107280	1.1904990	-1.2000861	1.0552665	1.1470982	1.6699266	-1.0325875	1.5082437	1.0092010	1.3842214	1.6059628
LOC_Os03g49170	Os.11140.1.S1_at	C3H	--	--	--	1.1005063	1.1449366	-1.0705032	-1.0705032	1.0257431	1.0257431	-1.0317903	1.8209993	1.1263583	-1.0714914	-1.7438787	-1.2434409	1.3025913	1.2430942	1.7920445	-1.4025456	1.0310260	-1.6748973
LOC_Os02g05510	Os.6390.1.S1_at	C2C2-GATA	Salinity;Drought	--	--	1.3833103	1.0409939	-1.0703420	-1.0703420	-1.0483451	-1.0483451	-1.1034883	2.0328746	1.2549286	-1.9006072	1.4159316	2.4476633	2.4332340	4.1088405	2.1707377	2.1346023	4.2230220	1.9846941
LOC_Os03g61110	Os.7367.1.S1_at	C3H	Salinity	--	--	-1.3071033	-3.1108350	-1.2384393	-1.2384393	1.1051679	1.1051679	-1.0298258	3.8026366	1.0440751	1.0395064	-1.0312113	-1.0386142	1.6750004	1.2661196	1.2485526	1.0576521	1.1265330	1.1370778
LOC_Os06g15480	Os.56267.1.S1_at	bZIP	Drought	--	--	-1.5391465	-1.0336620	-1.0333012	-1.0333012	1.0751823	1.0751823	-1.2726499	1.2114271	-1.0207273	1.8106096	-1.0345270	-1.0228949	-1.0350132	-1.0081180	-1.0408638	1.0192376	1.0221303	-3.5030441
LOC_Os08g06280	Os.40426.1.S1_x_at	LSD	Salinity;Drought	FT901260;FT900964;FT904961;FT900340;AG022267	--	-3.1867225	-1.5841911	-1.3326320	-1.3326320	-1.1959469	-1.1959469	-1.3107631	-1.4697081	-1.0398040	4.2641050	-2.9639215	-8.3070380	-5.4369350	-10.4584330	-2.9546921	-6.9206104	-5.5707460	-1.0171887
LOC_Os04g23550	Os.6043.1.S1_at	bHLH	Salinity;Drought	--	--	4.1760420	-2.5049220	-1.7747245	-1.7747245	1.3482531	1.3482531	16.3295020	1.5972086	-3.6557655	-2.2639344	7.5794024	1.8369527	2.5336173	-12.8942490	19.3334400	-3.8377287	-2.8368948	1.2257593
LOC_Os07g39820	Os.44171.1.S1_at	GRAS	Drought	--	--	-1.2253104	1.3869019	1.0542946	1.0542946	1.0802170	1.0802170	-1.1805105	-1.2727740	1.0920330	1.2859222	1.0499969	1.0524931	1.1090853	1.4020750	-1.0837214	-1.0878724	1.1446357	-2.9225450
LOC_Os08g26880	Os.53880.1.S1_at	bZIP	Drought	CU322705;CU320401	--	1.4831330	-1.2517699	1.2302642	1.2302642	-1.0017964	-1.0017964	1.4492115	-1.2454767	1.7265157	2.3400200	-1.0271755	-9.1143960	1.1215296	11.2635790	-3.4550493	-2.7432895	-4.7954593	-1.8169793
LOC_Os07g30130	Os.26708.1.S1_at	MYB-related	Salinity;Drought	--	--	1.2675780	-2.8433661	-1.6083964	-1.6083964	-1.1360661	-1.1360661	-1.1080463	1.1075373	-1.1470245	1.3202837	-1.2420261	-1.2993294	1.8259528	-3.3217611	1.2810931	-1.0536786	-1.0880834	-1.3957655
LOC_Os08g40260	Os.10618.1.S1_s_at	SBP	--	--	--	1.2206236	-1.0490373	1.0579376	1.0579376	1.2049422	1.2049422	1.1406487	1.1743109	1.1268917	-1.3041924	-1.3041260	-1.8863769	1.5778224	1.0366958	1.5155704	-1.5296338	-1.1977024	1.0807965
LOC_Os08g03520	Os.54054.1.S1_x_at	CSD	Salinity;Drought	--	--	-1.6406670	1.5488132	1.0742006	1.0742006	1.0669731	1.0669731	1.0334994	-2.1821547	-1.0696292	2.3398595	-1.2583976	1.1057693	-1.2873509	-3.6271133	-1.0329279	-1.2774994	2.0434985	-1.0640911
LOC_Os09g27450	OsAffx.17933.1.S1_at	HB	Drought	--	--	-1.2583417	-1.3453685	1.0031734	1.0031734	-1.0024602	-1.0024602	-1.0326316	-1.4550743	-1.1198971	1.2222972	-4.6911383	-2.2500181	-1.0034916	-3.9518611	-2.2969396	-1.4642608	-1.3283032	-3.4701629
LOC_Os01g04750	Os.45405.1.A1_at	AP2-EREBP	Salinity;Drought	--	--	-2.1106322	-8.3055040	-2.8790944	-2.8790944	-1.8957064	-1.8957064	1.6035511	-1.1724732	-2.6610544	2.9327264	1.0071653	1.0006807	-1.0088356	-1.0006100	1.0098418	-2.9125054	-2.2818015	1.0018137
LOC_Os02g54160	Os.2354.1.S1_at	AP2-EREBP	Drought	--	--	1.1956636	1.4219955	1.1150482	1.1150482	1.0481356	1.0481356	1.1605738	1.1556236	1.0391780	-1.2547752	-1.4391230	1.1521269	1.2909184	2.7365670	1.1225998	-1.3019483	-1.2816697	-1.4690890
LOC_Os06g06750	Os.4367.1.S1_at	MADS	--	FT926195;FT926193;FT929465;FT921895;FT921869;FT912635;FT912632;FT912584;FT912522;FT926363;FT926361;AG209870;CU321270	--	1.0120744	1.0760398	-1.0025367	-1.0025367	1.0016164	1.0016164	-1.0027587	-1.1548455	-1.0040495	-1.0079229	-1.0023224	-1.6063925	-1.0482578	-1.0102212	-1.0480834	1.1314917	1.0072905	-1.1159532
LOC_Os08g41170	OsAffx.21997.4.S1_at	TRAF	--	--	--	-1.0094935	1.0185211	-1.0003304	-1.0003304	-1.0029142	-1.0029142	-1.0034114	-1.0922735	-1.0045100	1.0104647	-1.0030149	-1.0162139	-1.0131656	-1.0044012	-1.0074086	1.0094509	1.0065670	1.0001391
LOC_Os02g45420	OsAffx.2967.1.S1_at	AP2-EREBP	Salinity;Drought	--	--	-1.0617429	-2.1437180	-1.3755587	-1.3755587	3.4824190	3.4824190	8.8497940	1.1580149	-4.0322742	-6.8030634	1.0415868	1.0107425	1.0638746	2.1489277	1.2801273	-2.2582343	1.0169239	-1.0651094
LOC_Os01g49160	Os.4901.1.S1_at	MYB	Salinity;Drought	--	--	6.8845460	-1.4272465	-2.4575253	-2.4575253	1.0392939	1.0392939	3.4963486	15.2658770	-3.3957388	-4.6524086	-1.2206589	1.2585171	2.6375537	12.8352375	1.6732641	-1.2543728	-2.2222438	-1.0970972
LOC_Os02g06860	OsAffx.11922.1.S1_at	MADS	--	--	AG024734	-1.0123184	1.0292140	-1.0010422	-1.0010422	-1.0011595	-1.0011595	-1.0020522	-1.0352648	-1.0009959	1.0048540	-1.0032845	1.0003715	-1.0084223	-1.0004708	-1.0016327	1.0079789	1.0070220	1.0012207
LOC_Os06g41930	Os.17768.1.S1_at	PLATZ	Drought	--	--	1.6059902	-1.0765624	-1.2273096	-1.2273096	1.0917553	1.0917553	-1.1063464	1.1177340	1.2751031	1.4744460	1.0251918	-1.1435047	2.2295270	2.2550876	1.6344329	1.3938255	1.8375577	2.2251878
LOC_Os03g02800	Os.45958.1.S1_at	NAC	Drought	FT877203;FT877201;FT910921;FT910919;FT929822;FT921929;FT888802;FT876993;FT876753;FT876482;FT876481;FT896580;FT876234;FT913283;FT920756;FT916839;FT882243;FT912694;FT895484;FT890961;FT903560;FT903559;FT885626;FT877447;GS901053;AG025550;AG021763;AG021621;CU323491;CU323485;CU324729	--	1.1470467	1.0176442	1.0839493	1.0839493	1.3515822	1.3515822	-1.1203917	-1.1002376	-1.0993389	-3.5129392	-1.0104817	-1.0723757	1.0120896	1.0387411	-1.2019074	-1.1556470	-1.0907030	-2.1965504
LOC_Os12g21700	Os.14912.1.S1_at	C3H	Salinity;Drought	--	--	1.0564890	1.4218242	-1.0586907	-1.0586907	-1.5241562	-1.5241562	-1.2738978	6.6789913	-1.0269653	-1.1429418	-1.4080858	-1.2376748	-2.0382946	-1.5808735	-3.9271257	-1.6647302	-1.1547273	-1.3720600
LOC_Os01g09990	Os.32770.1.S1_x_at	bHLH	Salinity;Drought	--	--	13.8007610	1.0214785	-1.3569428	-1.3569428	1.0510867	1.0510867	-1.0295070	2.6384585	-1.0841494	1.7992451	-4.5325850	-3.9743803	1.0053501	-1.0556959	-1.0413412	-1.5678173	-1.6820140	1.1215480
LOC_Os08g25820	OsAffx.5926.1.S1_at	G2-like	--	--	--	-1.1899780	1.7988247	-1.0757095	-1.0757095	-1.1010133	-1.1010133	-1.0430915	1.2678750	-1.4086167	1.2598016	1.8635707	1.3403878	-1.2950085	-1.3001803	-1.0319383	1.5280061	-1.0591773	1.1747296
LOC_Os01g36570	OsAffx.11352.1.S1_at	CSD	--	--	--	-1.0108265	1.0306795	1.0022773	1.0022773	1.0143421	1.0143421	-1.0037715	-1.1359345	-1.0229272	1.0069146	-1.0007637	-1.0022337	-1.0113171	-1.0006915	-1.0046320	1.0091126	1.0063379	1.0039835
LOC_Os05g26049	OsAffx.27019.1.S1_at	NAC	--	--	--	-1.0146513	1.0284867	1.0007001	1.0007001	-1.0045379	-1.0045379	-1.0048599	-1.0475061	-1.0019318	1.0130703	-1.0033507	-1.0121158	-1.0647186	-1.0580920	-1.0120032	1.0080218	1.0052056	1.0009475
LOC_Os05g01550	Os.19616.1.S1_at	C2H2	Salinity;Drought	--	--	-1.2598505	-2.3626360	1.0496161	1.0496161	1.0141984	1.0141984	1.0016888	1.0632963	1.2233894	1.8549107	1.1945700	1.2123046	1.6988065	-1.1520258	1.5778488	-1.0718550	1.6737831	3.0537233
LOC_Os12g32250	Os.17759.1.A1_s_at	WRKY	Salinity;Drought	--	--	2.2757554	1.1931410	-1.4630878	-1.4630878	-1.2482597	-1.2482597	-1.1798197	2.4759135	-1.0852600	-2.5061123	-1.7534701	-2.5734904	1.1866174	4.6552777	-1.1847692	-1.6110146	-1.9146943	1.3972417
LOC_Os06g49010	Os.11215.1.S1_a_at	SBP	Salinity;Drought	FT886629;AB157915;AG213676	--	-1.2927747	-3.8236017	1.6561190	1.6561190	1.3484259	1.3484259	1.2306213	1.3870531	1.2449512	1.5855464	-1.4491363	1.9523873	-2.4810220	-11.5442870	-5.9670960	-9.5170350	-6.8580670	-2.5298412
LOC_Os02g34320	OsAffx.24568.1.S1_at	bHLH	--	--	--	-1.0089805	1.0795838	-1.0009123	-1.0009123	-1.0014504	-1.0014504	-1.0052315	-1.1443862	-1.0038767	1.0108573	-1.0068194	-1.0189295	-1.0556791	-1.0676790	-1.0105102	1.0085585	1.0073504	-1.0030178
LOC_Os12g23090	OsAffx.19779.1.S1_at	NAC	--	--	--	-1.0190674	1.0144414	1.0031346	1.0031346	1.0018950	1.0018950	-1.0050107	1.3324383	-1.0105133	1.0173056	-1.0076637	-1.0077863	1.2399037	-1.0000807	-1.0256885	1.0152365	1.0105218	-1.0008000
LOC_Os08g31080	OsAffx.17258.1.S1_at	LOB	--	--	--	-1.0150304	1.0543562	1.0007349	1.0007349	-1.0013213	-1.0013213	-1.0037956	-1.0687041	-1.0051790	1.0108844	-1.0043557	-1.0024139	-1.0267480	-1.0082116	-1.0217766	1.0113536	1.0080754	1.2166344
LOC_Os05g33500	Os.4917.1.S1_at	mTERF	Salinity;Drought	CU318893	--	-1.4705260	-3.5421880	1.0385274	1.0385274	1.3165460	1.3165460	1.2470248	-3.4507508	1.3008955	1.8051606	1.0970616	1.3284550	-2.8701782	-2.8017980	-1.4236194	-1.2178230	-1.1623857	-1.9502722
LOC_Os12g07120	Os.52612.1.S1_s_at	C2C2-GATA	--	--	--	1.8017683	1.4445544	1.1216705	1.1216705	1.0678122	1.0678122	-1.1553237	1.4964871	-1.0407574	-1.6336759	1.8926140	1.0358343	1.1428653	1.4741257	1.2534940	1.0198506	1.4454646	1.5657655
LOC_Os01g72490	Os.9355.1.S1_at	SRS	Salinity;Drought	--	--	2.9223590	1.5769925	-1.4911252	-1.4911252	-1.0772374	-1.0772374	-1.0863060	9.3957480	-1.3337502	-5.9879860	3.0197468	1.4159701	4.8474710	4.8941255	2.2790024	-1.7600181	-1.7527560	-1.8101685
LOC_Os06g30090	OsAffx.4968.1.S1_at	bHLH	Drought	--	--	-1.5566229	1.0821384	-1.0136677	-1.0136677	-1.0681320	-1.0681320	-1.1068809	-1.0088032	-1.0241268	2.0249996	-1.0037729	-1.0123718	-1.8674523	-18.0009540	-11.9895780	1.0325339	1.0191008	1.2744650
LOC_Os06g50310	Os.5399.1.S1_at	bZIP	Drought	--	--	-1.2418275	-1.3235588	-1.0566388	-1.0566388	-1.0057039	-1.0057039	-1.0431664	1.9248595	-1.0233338	1.0077777	-2.1776686	-1.7939179	-1.7243576	-1.4882872	-2.0339596	-1.1770415	1.0806926	-2.2061680
LOC_Os01g73770	Os.40428.1.S1_at	AP2-EREBP	Salinity;Drought	--	CU325344	39.4893400	1.1019114	1.1081074	1.1081074	1.4060969	1.4060969	24.6552700	-1.3860911	-9.7699230	-13.6079300	-1.0097995	-1.0041289	-1.0381188	-1.0711050	1.0778381	1.0213637	1.0342530	1.0146570
LOC_Os05g43520	Os.34745.1.A1_at	BSD	Salinity;Drought	--	--	1.1249943	1.2494605	-1.0461471	-1.0461471	1.0457562	1.0457562	-1.0384347	3.1416800	1.1478286	1.0161684	1.0291455	1.0681715	1.6211590	2.6271942	2.0963802	-1.0448446	1.6067880	1.9153353
LOC_Os05g44530	OsAffx.15102.1.S1_at	TRAF	--	--	--	-1.0096332	1.0732677	-1.0014236	-1.0014236	-1.0011768	-1.0011768	-1.0032104	-1.0259784	-1.0026499	1.0081842	-1.0047165	-1.0034975	-1.0213267	-1.0010133	-1.0069875	1.0065710	1.0072657	1.0030646
LOC_Os02g42380	Os.51204.1.S1_at	TCP	Salinity;Drought	--	--	-1.0542108	-4.2190580	1.5251290	1.5251290	1.5460919	1.5460919	-1.0337360	3.1007493	1.8033938	3.2230353	1.0205537	-1.1925768	1.0221715	1.0768765	-1.0211772	-6.7091800	-4.2316650	-8.1903230
LOC_Os03g58530	Os.7181.1.S1_at	PHD	Drought	--	--	1.0968896	-1.6039301	1.1220880	1.1220880	1.0808997	1.0808997	1.1014732	1.7456615	-1.0004983	-1.0970187	1.9781574	2.2147021	1.1734687	1.7726176	1.4822742	2.6286426	1.4015291	2.7924740
LOC_Os10g25170	Os.56665.1.A1_at	AP2-EREBP	Salinity;Drought	--	--	2.3389390	-1.4707302	1.0010856	1.0010856	-1.0096412	-1.0096412	1.2551417	-1.0867817	1.3682126	-1.1198932	-1.0002030	-1.0030509	-1.0213375	-1.1072930	1.0209676	-11.1779810	-9.1075730	-1.9504819
LOC_Os05g36990	Os.10101.1.S1_at	OFP	Salinity;Drought	--	--	-5.5881042	-3.5463455	-1.0116841	-1.0116841	1.0405860	1.0405860	-1.0200455	-25.8654270	-1.0025353	5.5917826	1.0389757	1.3611876	-1.0393970	-1.0207496	-1.9875112	1.4383583	1.2804104	-5.3244270
LOC_Os01g33370	OsAffx.11299.1.S1_s_at	PLATZ	--	--	--	-1.0420653	1.1719102	-1.0234337	-1.0234337	-1.0047750	-1.0047750	1.0002519	-1.1134360	-1.0035082	1.0128592	-1.0046126	-1.0087340	-1.0149434	-1.0061358	-1.0413490	1.0065271	1.0185196	1.0023597
LOC_Os01g15460	Os.9931.1.S1_a_at	C3H	Salinity	--	--	1.0073316	1.4411416	1.0042741	1.0042741	-1.2630175	-1.2630175	-1.1755447	2.3032720	-1.1495754	1.0207424	1.4900380	1.7019047	1.8945305	1.9071816	1.5305231	1.0335304	1.0064688	-1.6039920
LOC_Os06g12070	OsAffx.4807.1.S1_at	mTERF	--	--	--	-1.1774898	-1.0419941	1.0638993	1.0638993	1.0149679	1.0149679	-1.0699005	-1.7697636	-1.0272175	1.4789289	-1.0127767	-1.0146888	1.0311288	-1.8471123	-1.1334336	-1.7539257	-1.5052860	-1.2512548
LOC_Os05g35170	Os.12020.1.S1_at	NAC	Drought	--	--	-1.4296511	1.3173213	-1.3113079	-1.3113079	-1.3435471	-1.3435471	-1.0087923	-1.8325804	-1.0314270	1.6444070	-4.1652107	-2.4286702	1.3915860	-2.5500135	-1.2196712	-2.3142950	-2.2457128	-1.6609068
LOC_Os08g05520	Os.49830.1.S1_at	MYB	Salinity;Drought	FT930777;FT930733;FT930722;FT930544;FT930475	--	-2.1378307	1.3929822	-1.1325386	-1.1325386	-1.0525279	-1.0525279	-1.2185346	-1.0343385	-1.3215030	2.0237987	-1.0401127	-1.0292408	-1.0776760	-1.0292695	-1.1152412	-4.2662654	-6.5378900	-9.6525790
LOC_Os01g39110	Os.54518.1.S1_at	C2H2	--	--	--	-1.0214009	1.1426364	-1.0214816	-1.0214816	-1.0188563	-1.0188563	1.0599678	-1.1861905	-1.0096751	1.0090252	-1.0088031	1.0145669	-1.2496085	-1.1361318	-1.1556231	1.0493429	1.0230163	-1.0256810
LOC_Os10g26410	OsAffx.20360.1.S1_x_at	bHLH	--	--	--	-1.4533630	-1.1358169	1.0075035	1.0075035	-1.6929232	-1.6929232	-1.0037546	-1.0738477	1.0079209	1.3637716	-1.0032904	-1.0038182	-1.0165914	-1.0047476	-1.0009778	1.0085114	1.0197594	1.2328367
LOC_Os11g08410	OsAffx.7045.1.S1_at	C2C2-GATA	--	--	--	-1.0057667	1.1082387	1.0042448	1.0042448	1.0052577	1.0052577	1.0003930	-1.0264499	-1.0122335	-1.0162473	1.1146563	-1.0147669	-1.0342550	1.0637847	1.0592651	1.0062647	-1.0002459	1.0023366
LOC_Os09g31400	Os.18923.2.S1_at	EIL	Drought	--	--	1.4047008	-1.1594326	-1.1040303	-1.1040303	-1.3239673	-1.3239673	1.1696580	-1.0355598	1.0807467	-1.7459093	-1.0015765	1.0278380	1.0015167	2.6952170	1.0049415	1.0039651	1.0192715	-1.0068005
LOC_Os02g36890	OsAffx.24606.3.S1_at	MYB	Salinity	--	--	1.1386290	1.1418242	-1.0014652	-1.0014652	1.0002102	1.0002102	-1.0019487	2.6203470	-1.0031607	-1.5550067	1.0029674	-1.0011976	-1.0063952	1.0003437	-1.0018232	1.0074558	1.0487239	1.2885940
LOC_Os05g32880	OsAffx.14931.1.S1_at	ARR-B	--	--	--	-1.0195204	1.0317603	1.0006250	1.0006250	-1.0054996	-1.0054996	-1.0035645	-1.0534264	1.0063008	1.0135190	-1.0081584	-1.0347304	1.0158737	1.0071319	1.2595032	1.0163836	1.0622033	1.0010012
LOC_Os03g06850	Os.38278.1.S1_at	ABI3VP1	Salinity;Drought	--	--	1.6188977	-1.7817284	1.2484120	1.2484120	1.6768901	1.6768901	-1.1323879	8.4910900	1.1552860	-4.1546970	5.7524030	-1.7245998	-1.0465991	-1.1406316	1.0577348	-2.0440898	2.2092783	2.0393236
LOC_Os06g51220	Os.12832.1.S1_a_at	HMG	Drought	--	--	-1.4572703	1.0135034	1.0406677	1.0406677	-1.0234400	-1.0234400	1.1179290	-1.8475189	1.1212975	1.4314308	-1.9130205	-1.8202626	-1.0386997	-6.1528544	-1.0043429	-1.7529968	-1.1082692	1.4089419
LOC_Os11g12650	Os.54501.1.S1_at	PHD	Salinity;Drought	CU319179	--	1.1110880	-3.0945861	-1.3323207	-1.3323207	-1.0457120	-1.0457120	-1.0315816	5.2448163	-1.1143377	-7.9587784	1.3126713	3.3166523	1.7821585	44.3018070	-1.1857841	2.7705634	1.4616436	1.3374443
LOC_Os01g51154	Os.7810.1.S1_at	MYB-related	Drought	--	--	-1.2818040	-1.2182643	1.0451539	1.0451539	1.1559724	1.1559724	1.3010395	-1.0871993	-1.0279617	1.6044770	1.1593909	-1.0418476	1.4156711	-1.6865726	1.3165987	1.1868980	1.7260569	2.4693236
LOC_Os09g31310	Os.51627.1.A1_at	GNAT	Drought	--	--	-1.0146520	1.3319136	1.1934371	1.1934371	1.2099437	1.2099437	1.0636796	-1.6513904	1.1510149	1.8996814	-1.1923735	-1.3107550	-1.5722914	-2.2491179	-1.6048989	-1.7205601	-1.2204243	-1.6997498
LOC_Os01g15900	Os.11786.2.S1_at	C2C2-Dof	Salinity;Drought	--	--	10.7776540	-1.3827473	-3.8565090	-3.8565090	-1.1077769	-1.1077769	-2.1384346	12.9043870	-2.0300972	-14.4392100	1.3442011	1.4226934	5.3966784	19.7627430	2.6670313	-1.9481106	5.3831310	-1.0676954
LOC_Os07g49030	Os.7312.1.S1_a_at	PHD	Salinity;Drought	--	--	1.1781609	1.3996080	-1.3979862	-1.3979862	-1.3213503	-1.3213503	-1.1442564	2.5421348	-1.0220923	-1.8854223	-1.0555683	-1.1757157	1.1141967	2.7999032	1.0056096	-1.3155781	-1.6177369	-1.1851969
LOC_Os02g53150	Os.6228.1.S1_at	GeBP	Drought	--	--	1.7573440	-1.6697900	1.3939784	1.3939784	1.2257079	1.2257079	1.1763121	1.4988860	1.2587020	1.2710400	1.2548304	-1.0096178	1.2854513	1.4770560	1.7116448	1.9678903	2.1671750	1.0565193
LOC_Os09g39490	OsAffx.30210.1.S1_at	CCAAT	--	FT879981;FT875398;AG213406	--	-1.0128791	1.2306500	1.0163229	1.0163229	-1.0188601	-1.0188601	-1.0202152	-1.0097540	1.0108597	1.0292816	1.0594829	1.0037625	-1.0758905	-1.0264771	-1.0265644	1.0621718	1.0091971	-1.0190583
LOC_Os02g44360	Os.2406.2.S1_a_at	GRAS	Salinity;Drought	--	--	-1.8211255	-2.8327372	1.2050503	1.2050503	1.1026732	1.1026732	1.0545816	2.1331494	1.0164101	3.9319410	-1.9543930	-1.4612788	-2.4853163	-7.2121935	-1.0139155	-2.6680717	-1.4640479	-2.4781680
LOC_Os07g22730	Os.30670.1.S1_at	AP2-EREBP	Salinity;Drought	--	--	11.0358320	1.2246372	-1.5055753	-1.5055753	1.9952534	1.9952534	2.6954424	1.3404039	-1.1219729	-4.1212290	-4.5818124	-1.5799790	-1.0339992	1.0024917	-1.1950141	1.7961515	-1.9015714	1.0900416
